publish_date,headline_category,headline_text
2003-10-28 00:00:00,HDFC,HDFC to raise $100 mn from foreign mart
2003-10-29 00:00:00,ITC,ITC Q2 net profit up 12.4 pc
2003-10-30 00:00:00,ITC,ITC Q2 profit up 12.4 pc on tobacco
2003-10-30 00:00:00,NTPC,Decks cleared for NTPC to take over Kanti plant
2003-10-31 00:00:00,NTPC,NTPC to take over Kanti plant
2003-11-01 00:00:00,SBI,SBI official among 6 held with sex workers
2003-11-06 00:00:00,ONGC,Naik proposes 12-15 pc share sale in ONGC; IOC
2003-11-08 00:00:00,ITC,ITC to acquire Bilt's paperboard unit
2003-11-08 00:00:00,SBI,SBI cuts deposit rates by 0.5 pc
2003-11-08 00:00:00,HCL,Govt keen on promoting GSHCL organic farming certifying agency
2003-11-11 00:00:00,NTPC,NTPC chief to finalise Kanti plant takeover
2003-11-12 00:00:00,ICICI,ICICI cuts home loan rate
2003-11-13 00:00:00,ONGC,Govt ready to sell IOC; ONGC stake
2003-11-13 00:00:00,ONGC,Time ripe for IOC; ONGC disinvestment: Naik
2003-11-14 00:00:00,SBI,SBI among Asia's 30 largest banks
2003-11-16 00:00:00,ONGC,ONGC to invest Rs 310 cr in Mumbai offshore
2003-11-16 00:00:00,SBI,SBI to wind up special NRI schemes by Nov 30
2003-11-16 00:00:00,SBI,SBI to wind up special NRI schemes by Nov 30
2003-11-17 00:00:00,NTPC,NTPC's Farakka unit shuts down
2003-11-18 00:00:00,ONGC,ONGC to invest Rs 1053 cr in TN
2003-11-18 00:00:00,SBI,Rs 81 lakh looted from SBI branch
2003-11-21 00:00:00,NTPC,NTPC rewarded for its social commitments
2003-11-24 00:00:00,ONGC,ONGC eyes coal bed mines for fuel
2003-11-25 00:00:00,ONGC,Dhaka open to ONGC offer on exploration
2003-11-25 00:00:00,NTPC,Visitors throng NTPC pavilion
2003-11-26 00:00:00,ONGC,ONGC strikes oil in Assam
2003-12-03 00:00:00,HCL,HCL Tech to buy 49 pc stake in DSL
2003-12-09 00:00:00,NTPC,NTPC rewards its ten best units
2003-12-12 00:00:00,SBI,SBI closes down Pravasi schemes
2003-12-19 00:00:00,NTPC,NTPC-Sail venture to set up power plant
2003-12-19 00:00:00,ONGC,ONGC gets ready to lease out oilfields
2003-12-19 00:00:00,NTPC,NTPC eyes power project in England
2003-12-21 00:00:00,ONGC,Cross-holding sale: IOC; GAIL reject ONGC proposal
2003-12-23 00:00:00,HCL,HCLT ends Perot JV; gets Rs 485 cr
2003-12-25 00:00:00,ONGC,Market capitalisation of ONGC zooms in two yrs
2003-12-25 00:00:00,NTPC,NTPC eyes overseas jobs
2004-01-06 00:00:00,HCL,UK's Aircom buys out HCL Perot in JV
2004-01-08 00:00:00,ONGC,ONGC public issue to be offered in lots of 10
2004-01-08 00:00:00,ONGC,ONGC; Gail public issues to hit market soon
2004-01-09 00:00:00,HDFC,HDFC Bank Q3 net jumps 32 per cent
2004-01-10 00:00:00,HDFC,HDFC Bank Q3 net rises 31.8 pc
2004-01-10 00:00:00,ONGC,Ulfa blows off ONGC pipeline
2004-01-12 00:00:00,SBI,SBI employees oppose privatisation move
2004-01-13 00:00:00,ONGC,ONGC hires consultant for retail foray
2004-01-15 00:00:00,HDFC,HDFC chief promises all support for hi-tech cities
2004-01-16 00:00:00,HDFC,HDFC Q3 net up at 24.65 pc at Rs 182.81 cr
2004-01-21 00:00:00,ITC,ITC; FDCF to promote rural insurance on e-Choupal
2004-01-29 00:00:00,ONGC,ONGC strikes gas off Andhra coast
2004-01-30 00:00:00,ICICI,Morparia deputy MD at ICICI Bank
2004-02-02 00:00:00,ONGC,ONGC to invest Rs 10;000 cr
2004-02-05 00:00:00,ONGC,ONGC public offer to hit market on Mar 3
2004-02-05 00:00:00,ONGC,ONGC exploring Rs 5;000 crore cover for brass
2004-02-06 00:00:00,ONGC,140% ONGC interim payout at Rs 1;996 crore
2004-02-07 00:00:00,HDFC,HDFC records 30 pc growth rate
2004-02-07 00:00:00,SBI,SBI to launch first floating ATM in Kerala
2004-02-07 00:00:00,HDFC,Rs 3 lakh robbed outside HDFC
2004-02-10 00:00:00,ICICI,ICICI Bank set to raise Rs 3000 cr
2004-02-12 00:00:00,ONGC,ONGC net worth up at Rs 42;250 crore
2004-02-13 00:00:00,ITC,ITC Infotech to set up centre in Kolkata
2004-02-19 00:00:00,ONGC,Naik rules out ONGC stock split before float
2004-02-20 00:00:00,ICICI,ICICI sets eyes on Lucknow market
2004-02-22 00:00:00,ONGC,ONGC strikes gas in Krishna Godavari
2004-02-24 00:00:00,ONGC,ONGC to be India's biggest IPO ever
2004-02-24 00:00:00,ONGC,ONGC leases six small oilfields
2004-02-24 00:00:00,NTPC,Uttaranchal to energise NTPC hydel plan
2004-02-24 00:00:00,SBI,Bank strike: SBI loses Rs 100 cr
2004-02-27 00:00:00,ONGC,ONGC-BPCL partnership on
2004-02-28 00:00:00,ONGC,Aggressive Rs 650-700 pricing for ONGC
2004-02-28 00:00:00,ITC,ITC Infotech to hire 500 people
2004-03-02 00:00:00,ONGC,No chances: PNs for ONGC
2004-03-04 00:00:00,ONGC,ONGC offer price at Rs 680-750 band
2004-03-05 00:00:00,ONGC,ONGC issue: waiver on PN commission
2004-03-05 00:00:00,ICICI,ICICI Bank to fly 60 CEOs to watch Indo-Pak series
2004-03-05 00:00:00,SBI,SBI Life grabs major share in group insurance
2004-03-05 00:00:00,ONGC,Flaring oil prices a boon for ONGC
2004-03-05 00:00:00,NTPC,NTPC raises $200 m for investment plans
2004-03-06 00:00:00,ONGC,Global response to ONGC offering
2004-03-06 00:00:00,ONGC,ONGC hits paydirt: 10;000 cr in 20 min
2004-03-07 00:00:00,ONGC,ONGC issue still attracts investors
2004-03-09 00:00:00,SBI,SBI plans forex branch at Nathu La
2004-03-09 00:00:00,ONGC,ONGC brings out new VRS
2004-03-13 00:00:00,ONGC,Cong alleges scam in ONGC selloff
2004-03-16 00:00:00,ONGC,ONGC share priced at Rs 750
2004-03-16 00:00:00,NTPC,NTPC; IIT-Mumbai sign MoU
2004-03-18 00:00:00,ONGC,ONGC is now on MSCI index
2004-03-19 00:00:00,ONGC,ONGC makes India proud
2004-03-19 00:00:00,SBI,SBI ties up with Dutch tractor firm
2004-03-19 00:00:00,ITC,ITC completes Bipco acquisition
2004-03-22 00:00:00,SBI,Panel to submit IDFC-SBI merger report in 10 days
2004-03-22 00:00:00,ICICI,ICICI asks DSP to hold offer price
2004-03-25 00:00:00,NTPC,NTPC; REC plan big with small power units
2004-03-26 00:00:00,HDFC,HDFC Bank launches Quickremit powered by Timesofmoney.com
2004-03-27 00:00:00,ICICI,ICICI Bank issue price at Rs 255-295
2004-03-28 00:00:00,ITC,ITC entering safety match business
2004-03-30 00:00:00,ONGC,Monday madness: ONGC investors panic
2004-03-30 00:00:00,ICICI,ICICI takes 54 pc stake in Arvind Brands
2004-03-31 00:00:00,ONGC,ONGC share mixup still simmering
2004-04-01 00:00:00,ICICI,ICICI Bank to improve CAR
2004-04-01 00:00:00,ONGC,Sebi to probe ONGC share allotment mess
2004-04-01 00:00:00,ICICI,MCS to pull out of ICICI Bank IPO
2004-04-01 00:00:00,SBI,Bata approaches SBI to finance VRS
2004-04-02 00:00:00,ONGC,Reliance buys 0.9% in ONGC
2004-04-02 00:00:00,ONGC,RIL is top corporate investor in ONGC
2004-04-02 00:00:00,ONGC,ONGC to invest Rs 10;000 cr
2004-04-03 00:00:00,ICICI,ICICI Bank public offer oversubscribed
2004-04-06 00:00:00,ONGC,ONGC tops $10 billion turnover
2004-04-06 00:00:00,NTPC,NTPC unveils major hydel thrust
2004-04-09 00:00:00,NTPC,Milestone at Ramagundam unit of NTPC
2004-04-10 00:00:00,SBI,SBI caught using strong-arm tactics
2004-04-11 00:00:00,SBI,Four held for threatening SBI defaulter
2004-04-11 00:00:00,ONGC,ONGC finds gas reserves in Tripura
2004-04-12 00:00:00,NTPC,Examiners thrash NTPC aspirant
2004-04-14 00:00:00,ITC,ITC scraps Mafco buyout plan
2004-04-15 00:00:00,NTPC,NTPC to craft power trading exchange
2004-04-22 00:00:00,ONGC,FII's stake in ONGC jumps 6-fold
2004-04-25 00:00:00,SBI,SBI banking on good looks
2004-04-27 00:00:00,SBI,SBI plans foray into project financing arena
2004-04-27 00:00:00,ICICI,IL&FS; ICICI arm to exit Shoppers' Stop
2004-04-28 00:00:00,ONGC,ONGC to enter power sector
2004-04-28 00:00:00,ONGC,ONGC may buy HPCL's stake in MRPL
2004-05-01 00:00:00,ICICI,ICICI Bank net up 36% to Rs 1;637 cr
2004-05-02 00:00:00,ITC,ITC to support Tobacco Bill
2004-05-06 00:00:00,ICICI,Steel baron picks up stake in ICICI Bank
2004-05-09 00:00:00,HDFC,HDFC estimates growth in retail advances
2004-05-11 00:00:00,NTPC,NTPC dilutes LNG norms; bids on May 14
2004-05-15 00:00:00,NTPC,Reliance best bidder for NTPC gas tender
2004-05-16 00:00:00,ONGC,ONGC to invite international bids for marginal fields
2004-05-18 00:00:00,ONGC,Ex-ONGC man doesn't want Sonia as PM
2004-05-21 00:00:00,ICICI,ICICI fails to keep scrip above issue price
2004-05-25 00:00:00,ONGC,ONGC eyes Qatar to source LNG
2004-05-28 00:00:00,ITC,ITC net profit surges 16.15 pc
2004-05-31 00:00:00,ICICI,ICICI Securities wins Asiamoney award
2004-06-04 00:00:00,SBI,SBI targets 16 pc growth in 2004-05
2004-06-05 00:00:00,ONGC,ONGC Videsh gets cracking on oilfield acquisitions
2004-06-05 00:00:00,ITC,ITC acquires Ansal Hotels in Marriott JV
2004-06-07 00:00:00,ONGC,Sehwag makes it all easy for ONGC
2004-06-08 00:00:00,SBI,SBI to acquire banks in Asia and Africa
2004-06-22 00:00:00,ITC,ITC inks pact with farmers
2004-06-23 00:00:00,ONGC,ONGC net sags 18% on subsidies
2004-06-23 00:00:00,ITC,ITC Infotech to pump Rs 100 cr in Kolkata
2004-06-23 00:00:00,ONGC,ONGC slaps termination notice on Gail
2004-06-24 00:00:00,ITC,RWITC takes 7-star decision; but war of words continues
2004-06-24 00:00:00,NTPC,NTPC to set up 2 hydel projects in Uttaranchal
2004-06-26 00:00:00,HDFC,HDFC launches fixed investment plan
2004-06-28 00:00:00,ICICI,Rs 450-cr FDI nod for ICICI Venture
2004-06-29 00:00:00,SBI,SBI eyes overseas expansion this fiscal
2004-07-01 00:00:00,NTPC,NTPCs IPO likely in August
2004-07-01 00:00:00,SBI,SBI Connect fails to connect in time
2004-07-02 00:00:00,ONGC,ONGC; Reliance pull Sensex up
2004-07-02 00:00:00,ICICI,ICICI Bank eyes 30% retail growth
2004-07-02 00:00:00,SBI,SBI picks up stake in MCX
2004-07-02 00:00:00,ONGC,ONGC investors get refund without interest
2004-07-06 00:00:00,ONGC,ONGC offer puts interest onus on govt
2004-07-07 00:00:00,NTPC,NTPC to renovate two power plants
2004-07-08 00:00:00,NTPC,BSEB to ask NTPC to renovate thermal units
2004-07-12 00:00:00,NTPC,NTPC inks pact with BSNL; MTNL
2004-07-14 00:00:00,ONGC,ONGC to take Rs 400-cr hit in earnings
2004-07-14 00:00:00,ITC,ITC Hotels Q1 net up 37 pc
2004-07-15 00:00:00,NTPC,Left: Back off on NTPC selloff; insurance FDI
2004-07-19 00:00:00,SBI,SBI Life not to sell stake to foreign partner
2004-07-23 00:00:00,NTPC,NTPC to hit the road for its maiden IPO
2004-07-25 00:00:00,ONGC,Fire in ONGC's Uran plant
2004-07-25 00:00:00,ONGC,3 injured in fire at ONGC plant
2004-07-27 00:00:00,SBI,SBI Q1 net up 17.55 percent
2004-07-30 00:00:00,ITC,ITC net up 16 per cent at Rs 462 cr
2004-08-04 00:00:00,HDFC,HDFC ups rates on fixed products
2004-08-12 00:00:00,SBI,SBI's Karaikudi branch gets pat from FM
2004-08-14 00:00:00,ONGC,ONGC's new colours with changing biz
2004-08-17 00:00:00,HDFC,HDFC sells 50 pc in BPO firm for Rs 164 cr
2004-08-17 00:00:00,SBI,SBI washes its hands off; students in a fix
2004-08-17 00:00:00,SBI,IIM; SBI continue to pass the buck
2004-08-18 00:00:00,SBI,Ashwin; Vishal bowl SBI out
2004-08-18 00:00:00,SBI,SBI to replace defective CAT forms; brochures
2004-08-19 00:00:00,SBI,SBI agrees to replace faulty CAT forms
2004-08-19 00:00:00,ONGC,ONGC seeks revision of crude prices
2004-08-21 00:00:00,SBI,Short term rates to be stable: SBI
2004-08-24 00:00:00,SBI,SBI distributes loans worth Rs 215 cr at Delhi fair
2004-08-25 00:00:00,ITC,ITC approves merger of hotel subsidiaries
2004-08-26 00:00:00,HCL,HCL Info net up 89 pc at Rs 175 cr
2004-08-26 00:00:00,SBI,Former employee of SBI murdered in Gomtinagar
2004-08-26 00:00:00,HDFC,HDFC Standard Life eyes 250 pc growth
2004-08-27 00:00:00,ONGC,IOC may sell stake in ONGC; GAIL
2004-08-27 00:00:00,ONGC,ONGC readies blueprint for MNC status
2004-08-27 00:00:00,NTPC,Ten NTPC plants bag power awards
2004-08-30 00:00:00,SBI,SBI hikes fixed rates on home loans
2004-08-31 00:00:00,SBI,SBI hikes fixed home loan rates
2004-08-31 00:00:00,ONGC,ONGC signs Rs 25;000-cr SEZ deal with Karnataka
2004-09-02 00:00:00,HCL,MCD seals HCL chief's property
2004-09-03 00:00:00,ONGC,ONGC to buy Cairn's stake in 2 gas fields
2004-09-06 00:00:00,NTPC,NTPC to import LNG to meet fuel needs
2004-09-06 00:00:00,ONGC,ONGC to invite global bids for 19 marginal fields
2004-09-09 00:00:00,HCL,GHCL plans Rs 220 cr textile unit in Gujarat
2004-09-09 00:00:00,ITC,ITC lawyers irk SC on excise demand judgment
2004-09-10 00:00:00,ITC,Verdict boon: ITC scrip vaults by Rs 37
2004-09-10 00:00:00,ITC,SC gives ITC Rs 803-cr relief; but reserves order
2004-09-10 00:00:00,ITC,SC grants 803 cr relief to ITC
2004-09-10 00:00:00,ITC,Cigarette major ITC wins Rs 803 crore excise case
2004-09-15 00:00:00,SBI,SBI MF launching PMS for low-end HNI
2004-09-18 00:00:00,HCL,HCL Tech ties-up with HR firm to train its managers
2004-09-22 00:00:00,ONGC,Iran offers 20% oilfield stake to ONGC Videsh
2004-09-22 00:00:00,NTPC,BSEB okays move to hand MTPS to NTPC
2004-09-24 00:00:00,NTPC,NTPC to be listed by November
2004-09-26 00:00:00,SBI,SBI official abducted
2004-09-27 00:00:00,NTPC,NTPC to enter into coal mining and coal washing operations
2004-09-28 00:00:00,NTPC,NTPC mulls buying LNG from Petronas
2004-09-29 00:00:00,NTPC,NTPC puts mega power project on back-burner
2004-09-30 00:00:00,ONGC,ONGC hands out 240% dividend
2004-10-01 00:00:00,NTPC,NTPC to generate additional power
2004-10-02 00:00:00,ONGC,Crude prices to remain high:ONGC MD
2004-10-05 00:00:00,ONGC,ONGC to pay oil firms for subsidy losses
2004-10-06 00:00:00,ONGC,ONGC move on MRPL gets an Aiyar setback
2004-10-07 00:00:00,HCL,Airtel brings broadband home; ties up with HCL
2004-10-14 00:00:00,HDFC,HDFC; Hudco to advise on non-metro airports
2004-10-14 00:00:00,ONGC,ONGC's plan to buy back IOC shares approved
2004-10-15 00:00:00,NTPC,NTPC offer at Rs 62; to raise Rs 5;368 cr
2004-10-17 00:00:00,ONGC,ONGC should rethink:Mani
2004-10-18 00:00:00,ONGC,ONGC; Reliance greenest companies
2004-10-22 00:00:00,HDFC,HDFC Bank net up 30 pc; to raise $300m
2004-10-22 00:00:00,ICICI,ICICI Bank net rises 10 pc despite lower income
2004-10-22 00:00:00,ONGC,ONGC project in merger crossfire
2004-10-25 00:00:00,ONGC,ONGC to finalise developer for SEZ
2004-10-25 00:00:00,ONGC,ONGC may bid for Dabhol project
2004-10-25 00:00:00,ONGC,HPCL; Petronet to join ONGC for Mangalore LNG project
2004-10-29 00:00:00,ONGC,ONGC H1 net profit rises 15 pc
2004-10-29 00:00:00,ITC,ITC Q3 net profit up 13.51 pc
2004-10-31 00:00:00,ONGC,ONGCL fuels CBM plan
2004-11-01 00:00:00,SBI,SBI adopts white tiger
2004-11-05 00:00:00,SBI,SBI may hike home loan rate; not PLR
2004-11-05 00:00:00,NTPC,NTPC does a power listing
2004-11-08 00:00:00,HDFC,HDFC to hike home loan rates
2004-11-15 00:00:00,NTPC,Kahalgaon plant safest among NTPC units
2004-11-17 00:00:00,ICICI,ICICI hikes; homes cost more
2004-11-17 00:00:00,ICICI,ICICI hikes lending; deposit rates
2004-11-17 00:00:00,ICICI,ICICI Bank hikes home loan rates
2004-11-18 00:00:00,HDFC,HDFC Chubb awaits IRDA nod
2004-11-19 00:00:00,ONGC,ONGC 'Asia's best oil firm'
2004-11-20 00:00:00,NTPC,NTPC may buy out GE; Bechtel in Dabhol
2004-11-20 00:00:00,HDFC,HDFC hikes floating home loan rates
2004-11-22 00:00:00,HDFC,Pune ITs beckon HDFC Chubb
2004-11-25 00:00:00,ONGC,Russian tech to fire up ONGC's coal gas project
2004-11-25 00:00:00,ONGC,ONGC gearing up to bid for Yukos assets
2004-11-27 00:00:00,SBI,SBI hikes deposit rates by 0.25-0.50 pc
2004-11-30 00:00:00,ONGC,ONGC may tie up with Statoil
2004-12-06 00:00:00,ONGC,ONGC mulls 2nd refinery
2004-12-06 00:00:00,ICICI,ICICI to fuel IOC rural blitz
2004-12-07 00:00:00,ONGC,ONGC to set up power plant in Tripura
2004-12-14 00:00:00,ONGC,RIL denies Mukesh's ONGC link
2004-12-14 00:00:00,ICICI,ICICI Bank to sponsor marketing of ADRs
2004-12-15 00:00:00,ONGC,ONGC; GAIL roped in to sell LPG
2004-12-15 00:00:00,HCL,I-T dept gets nod to recover Rs 800 cr from HCL
2004-12-15 00:00:00,NTPC,NTPC pushes RIL to third place in m-cap
2004-12-16 00:00:00,NTPC,NTPC ranked 6th in top 10 firms
2004-12-21 00:00:00,ONGC,ONGC won't pay royalty for a slice of Cairn discovery
2004-12-23 00:00:00,SBI,More than Rs 1 lakh looted from SBI branch
2004-12-24 00:00:00,SBI,SBI's exam on January 9
2004-12-30 00:00:00,ONGC,ONGC not diverting money; says CMD
2005-01-04 00:00:00,ONGC,ONGC plans petrochemical units
2005-01-05 00:00:00,ONGC,ONGC to fuel Indian soccer
2005-01-07 00:00:00,ONGC,ONGC pays highest-ever dividend
2005-01-08 00:00:00,ICICI,Anil meets ICICI Bank chief
2005-01-13 00:00:00,ONGC,ONGC to hire global lawyers to buy Yukos unit stake
2005-01-13 00:00:00,ONGC,ONGC takes 30 per cent in Pramoda oil find
2005-01-13 00:00:00,ITC,ITC locked in court battle with BMC over new 5-star
2005-01-17 00:00:00,ICICI,ICICI Bank Q3 net up 18%
2005-01-18 00:00:00,ONGC,ONGC wants to invest $2.5bn in Ecuador
2005-01-21 00:00:00,ITC,ITC Q3 net profit rises 17.9 pc
2005-01-24 00:00:00,ONGC,ONGC Videsh offers mixed package for Yugansk deal
2005-01-27 00:00:00,HCL,Dalmia group to pick GIIC stake in GHCL
2005-01-28 00:00:00,SBI,SBI to buy African bank
2005-01-31 00:00:00,NTPC,NTPC to raise 11th plan target
2005-01-31 00:00:00,ONGC,Crude prices help ONGC double profit
2005-02-01 00:00:00,ITC,ITC will have to pay Rs 449 cr balance
2005-02-01 00:00:00,ITC,CEOs urge govt to review ITC ordinance
2005-02-01 00:00:00,ITC,ITC consults legal experts; may challenge Ordinance
2005-02-02 00:00:00,ONGC,ONGC to build $1.2bn refinery in Sudan
2005-02-03 00:00:00,SBI,SBI to foray into non-life insurance; infotech
2005-02-03 00:00:00,SBI,SBI to foray into non-life insurance
2005-02-09 00:00:00,ONGC,ONGC's $6-bn Yugansk deal still open: Aiyar
2005-02-12 00:00:00,HDFC,HDFC home loan disbursals up
2005-02-14 00:00:00,ONGC,ONGC puts Hyundai papers under scanner
2005-02-16 00:00:00,ITC,ITC to set up 3 hotels for Rs 1;000 cr
2005-02-18 00:00:00,ONGC,ONGC among world's 25 energy majors
2005-02-20 00:00:00,SBI,SBI launches e-donations facility for Vaishnodevi
2005-02-24 00:00:00,HCL,HCLT buys Ireland firm for Rs 29cr
2005-03-01 00:00:00,SBI,SBI revises NRI term deposit rates
2005-03-01 00:00:00,ONGC,ONGC bags 600-million barrel oilfield in Egypt
2005-03-03 00:00:00,ONGC,Reliance Comm sells entire stake in ONGC
2005-03-03 00:00:00,ONGC,ONGC finds gas off Andhra coast
2005-03-04 00:00:00,ONGC,ONGC makes large gas find
2005-03-04 00:00:00,ONGC,ONGC to benefit from merger
2005-03-07 00:00:00,ICICI,Merge MTNL with BSNL: ICICI Sec
2005-03-10 00:00:00,NTPC,GAIL; NTPC to acquire Dabhol assets
2005-03-10 00:00:00,HDFC,Deutsche Securities buys 4% stake in HDFC Bank
2005-03-11 00:00:00,ICICI,ICICI Bank takes over Prudential ICICI AMC
2005-03-21 00:00:00,ONGC,ONGC to set up 1600 retail stations by '07
2005-03-23 00:00:00,SBI,SBI; Cardiff put Rs 175cr in SBI Life
2005-03-24 00:00:00,ITC,No brush with SC: PM buries ITC Ordinance
2005-03-25 00:00:00,ITC,Sections within govt wary of fresh ITC move
2005-03-25 00:00:00,ICICI,ICICI Bank software arm plans IPO
2005-03-26 00:00:00,ITC,Govt not seek SC review in ITC case: Bhardwaj
2005-03-27 00:00:00,ITC,ITC charts Rs 14;000 cr expansion plan
2005-04-01 00:00:00,ONGC,ONGC; Ashok Leyland tie up for LNG; power ventures
2005-04-04 00:00:00,ITC,Govt withdraws Rs 450 cr excise claim against ITC
2005-04-06 00:00:00,ITC,ITC deal in line with SC suggestion
2005-04-09 00:00:00,NTPC,NTPC set to raise Rs 5;826 crore
2005-04-13 00:00:00,SBI,SBI guard killed; Rs 10 lakh looted
2005-04-26 00:00:00,HCL,Both employees unharmed but under strain: HCL
2005-04-26 00:00:00,HCL,HCL Tech Q3 net up 25%
2005-05-07 00:00:00,ONGC,ONGC insurance premium dips 17%
2005-05-10 00:00:00,ONGC,ONGC joins race to gobble Canadian firm
2005-05-11 00:00:00,NTPC,NTPC is not about just thermal power
2005-05-18 00:00:00,ONGC,ONGC may be out of bourses
2005-05-21 00:00:00,SBI,SBI net rises 17 percent
2005-05-23 00:00:00,ONGC,Govt may reduce its representatives on ONGC board
2005-05-24 00:00:00,NTPC,State-NTPC JV to run Muzaffarpur plant
2005-05-28 00:00:00,ITC,ITC will split stock; net up 38 percent in '04-05
2005-05-31 00:00:00,NTPC,Dabhol revamp: GE to join NTPC; Bhel
2005-06-03 00:00:00,ONGC,Ministries lock horns over ONGC
2005-06-03 00:00:00,SBI,SBI branches to issue stamp papers in city
2005-06-03 00:00:00,HCL,HCLT; NEC JV to develop wireless tech
2005-06-08 00:00:00,ONGC,ONGC set to clinch USD 700-m Thai deal
2005-06-08 00:00:00,NTPC,UT signs pact with NTPC
2005-06-15 00:00:00,HCL,HCL Info to split share in 1:5 ratio
2005-06-17 00:00:00,ITC,ITC board clears bonus share offer
2005-06-21 00:00:00,ONGC,ONGC profit up 50 percent; bags stake in Nigerian field
2005-07-01 00:00:00,ONGC,ONGC m-cap at Rs 1.46 trillion
2005-07-01 00:00:00,SBI,SBI launches new health check
2005-07-02 00:00:00,ITC,ITC arm Russell acquires 74 percent stake in Wimco
2005-07-11 00:00:00,NTPC,NTPC to invest Rs 500 cr in RGPL
2005-07-13 00:00:00,HDFC,HDFC Bank launches Quickremit
2005-07-14 00:00:00,ITC,ITC in race for Mysore Paper Mills
2005-07-14 00:00:00,ITC,ITC eyes Mysore Paper Mills
2005-07-21 00:00:00,ICICI,ICICI Prudential's 'jehad' move backfires
2005-07-21 00:00:00,HCL,HCL Comnet to hike headcount to 5;000
2005-07-21 00:00:00,ICICI,ICICI-Prudential suspends staff
2005-07-23 00:00:00,ONGC,LN Mittal to form JVs with ONGC; OVL
2005-07-24 00:00:00,ONGC,PMO okays ONGC's Mangalore plan
2005-07-27 00:00:00,ONGC,Major fire at ONGC's Bombay High; 3 killed
2005-07-28 00:00:00,ONGC,ONGC personnel to arrive by ship today
2005-07-28 00:00:00,ONGC,Ships carrying ONGC fire survivors reach Mumbai
2005-07-29 00:00:00,SBI,SBI Q1 net profit increases 15.5%
2005-07-29 00:00:00,ONGC,ONGC set to claim $255m from insurance agents
2005-07-29 00:00:00,ONGC,ONGC to restore 70% of output in 4 weeks
2005-07-30 00:00:00,ITC,ITC enters personal care mart
2005-07-30 00:00:00,ONGC,ONGC needs Rs 1;200cr to rebuild platform
2005-07-31 00:00:00,ONGC,SCI had given ONGC vessel 2 more years
2005-08-01 00:00:00,HCL,HCL Info launches PC for Rs 9;990
2005-08-03 00:00:00,ONGC,After ONGC; RIL scales Rs 1 lakh crore m-cap
2005-08-15 00:00:00,ONGC,ONGC-Mittal JV bids for PetroKaz
2005-08-15 00:00:00,ONGC,ONGC restores 10% Bombay High output
2005-08-24 00:00:00,SBI,NHB cancels SBI Home Finance licence
2005-08-30 00:00:00,SBI,SBI may rope in TCS for software firm
2005-09-02 00:00:00,ONGC,ONGC strikes gas in Bay of Bengal
2005-09-05 00:00:00,ONGC,ONGC chairman may be forced to resign
2005-09-05 00:00:00,ITC,ITC to foray into potato chips segment
2005-09-06 00:00:00,ICICI,ICICI; Morgan Stanley; Times win Microsoft Corporate Challenge
2005-09-08 00:00:00,ONGC,Fire at ONGC well
2005-09-12 00:00:00,HCL,UK aid to HCL for job creation
2005-09-14 00:00:00,ONGC,No more govt directors on ONGC board
2005-09-22 00:00:00,ONGC,ONGC set to rebid for Petro Kaz
2005-09-22 00:00:00,ONGC,ONGC set to rebid for PetroKaz
2005-09-25 00:00:00,ONGC,Cairn-ONGC to pump $750 million
2005-09-28 00:00:00,ICICI,ICICI wins Businesswomen award
2005-09-29 00:00:00,ICICI,DRL ropes in ICICI; Citigroup
2005-10-01 00:00:00,WIPRO,Infosys; WIPRO in Forbes list
2005-10-05 00:00:00,SUN,SUNDAY FUNDAY!
2005-10-07 00:00:00,ONGC,ONGC's plan for refinery okayed: Raha
2005-10-08 00:00:00,HDFC,Portman; HDFC in pact
2005-10-10 00:00:00,ONGC,ONGC makes a splash at Kazakh oil show
2005-10-14 00:00:00,HCL,HCL ties up with AMD; Microsoft
2005-10-17 00:00:00,ONGC,Govt plans to take over ONGC Videsh
2005-10-18 00:00:00,HDFC,HDFC Bank net up 31%
2005-10-25 00:00:00,HCL,HCL Technologies Q1 net dips 1.49%
2005-10-26 00:00:00,HCL,HCL Tech net income up 4%
2005-10-26 00:00:00,ONGC,ONGC scoops top IOC man for Mittal venture
2005-10-27 00:00:00,ONGC,ONGC net up 22% on crude support
2005-11-06 00:00:00,SUN,SUNDAY DEBATE: Should there be reservation in the Indian Army?
2005-11-06 00:00:00,SUN,SUNDAY DEBATE: Should there be reservation in the Indian Army?
2005-11-08 00:00:00,ONGC,ONGC Videsh strikes it rich in Vietnam
2005-11-10 00:00:00,SBI,SBI officers may go on indefinite strike
2005-11-14 00:00:00,ONGC,ONGC-Mittal to invest $6 billion in Nigeria
2005-11-15 00:00:00,SBI,SBI; TCS team up to offer IT solutions
2005-11-16 00:00:00,SBI,Robbery attempt in SBI
2005-11-17 00:00:00,HCL,HCL Tech enters into agreement with IBM
2005-11-18 00:00:00,ONGC,Power to ONGC plant may be cut off
2005-11-18 00:00:00,HCL,IBM to outsource chip design to HCL Tech
2005-11-29 00:00:00,ICICI,ICICI Bank to raise Rs 8;050 crore
2005-11-29 00:00:00,TITAN,The rise and fall of TITANS
2005-11-29 00:00:00,ONGC,ONGC gets good grade from DPE
2005-12-01 00:00:00,ONGC,No change in ONGC's core focus: Raha
2005-12-08 00:00:00,ICICI,ICICI Bank fixes ADS price at Rs 618
2005-12-15 00:00:00,NTPC,RIL offers gas to NTPC at original price
