publish_date,headline_category,headline_text
2019-05-13 00:00:00,SBI,Bombay HC scraps FIR against 2 executives who withdrew Rs 1.2 lakh from SBI during DeMon
2019-05-14 00:00:00,ITC,ITC board names Yogi's pick Sanjiv Puri as new CMD
2019-05-18 00:00:00,HDFC,EMI scheme: HDFC Bank ordered to pay Rs 35;000 compensation to customer
2019-05-18 00:00:00,ICICI,ICICI Bank junks ranks; scraps executive symbols
2019-05-22 00:00:00,NTPC,Noida: NTPC executive accused of raping 11-year-old; held
2019-05-23 00:00:00,HDFC,HDFC faces Twitter heat over 'action' on staffer's hate speech
2019-05-23 00:00:00,ICICI,ICICI ATM - No Money
2019-05-29 00:00:00,SBI,Salaries only after Jet flies again: SBI
2019-05-31 00:00:00,ITC,Members of RWITC vote for Gallops to stay
2019-06-03 00:00:00,SBI,No respite for students? Intermediate results don't add up on TSBIE site
2019-06-04 00:00:00,HDFC,Zee group woes: HDFC MF chief gets Sebi notice
2019-06-06 00:00:00,SBI,TSBIE Inter Supplementary exam question papers go missing from police station
2019-06-08 00:00:00,SBI,SBI offers home loans that will be in sync with RBI rate
2019-06-14 00:00:00,HCL,HCL Technologies to train; hire Class XII students
2019-06-18 00:00:00,HDFC,HDFC MF to buy out Essel NCDs from FMPs for Rs 500 crore
2019-06-18 00:00:00,ICICI,ICICI moves NCLAT over Jaypee co insolvency
2019-06-19 00:00:00,SBI,Ahmedabad: SBI banker encashes colleagues' achievements
2019-06-19 00:00:00,HDFC,RBI fines HDFC Bank Rs 1 crore over KYC
2019-06-19 00:00:00,HCL,HCL Tech signs multi-year deal with Cricket Australia
2019-06-20 00:00:00,HDFC,HDFC to buy majority stake in Apollo Munich for Rs 1;347 crore
2019-06-20 00:00:00,HCL,Cricket Australia ropes in HCL as partner
2019-06-22 00:00:00,SBI,SBI Clerk Exam Analysis 2019
2019-06-23 00:00:00,ONGC,HPCL relents; govt recognises ONGC as company promoter
2019-06-28 00:00:00,SBI,Sebi looks into SBI MF's stake buy in Emami
2019-06-30 00:00:00,HDFC,HDFC Bank ordered to pay Rs 60;000 relief for harassing customer
2019-07-01 00:00:00,ICICI,Opposite ICICI Bank; Andheri West
2019-07-03 00:00:00,ONGC,OIL bags 12 blocks; Vedanta 10; ONGC 8 in latest auction
2019-07-04 00:00:00,HDFC,Don't outsource voting to proxy firms: HDFC's Parekh
2019-07-07 00:00:00,HDFC,Seven of top-10 firms add Rs 53;732 cr in m-cap; HDFC leads
2019-07-09 00:00:00,NTPC,Tamil Nadu sets eyes on energy from waste; to work with NTPC
2019-07-10 00:00:00,SBI,SBI cuts lending rate by 5 basis points across tenures
2019-07-12 00:00:00,HDFC,RBI; HDFC Bank and others warned about this app. Here's what they have to say about the online banking scam
2019-07-13 00:00:00,HDFC,My successor must take charge in 15 days: HDFC Bank chief Aditya Puri
2019-07-13 00:00:00,SBI,SBI waives charges on electronic transfers
2019-07-14 00:00:00,NTPC,NSEFI pitches of capping renewables tariff at Rs 3/unit under NTPC; SECI auctions
2019-07-14 00:00:00,ONGC,Govt wants ONGC to sell golf course in Ahmedabad that has oil wells
2019-07-15 00:00:00,SBI,TSBIE Telangana Inter 2nd year Supplementary results 2019 released; here's direct link
2019-07-15 00:00:00,SBI,SBI: $10 billion sovereign bonds to help government; banks
2019-07-16 00:00:00,SBI,RBI fines SBI Rs 7 crore; Union Bank Rs 10 lakh for violations
2019-07-16 00:00:00,NTPC,NTPC raises Rs 4;300 crore via bonds
2019-07-17 00:00:00,HDFC,Facebook; HDFC Bank join govt's rural digital platform
2019-07-17 00:00:00,SBI,Fire in SBI building on Delhi's Sansad Marg; no casualty
2019-07-22 00:00:00,HDFC,Sensex plunges over 400 pts; HDFC Bank cracks 3 pc
2019-07-25 00:00:00,HDFC,HDFC Bank stops finance for some Eicher sellers
2019-07-28 00:00:00,ICICI,ICICI Bank posts Rs 1;908 crore profit in Q1
2019-07-30 00:00:00,SBI,SBI cuts deposit rates by 50-75 basis points
2019-07-31 00:00:00,SBI,SBI tightens norms for auto dealer financing
2019-08-03 00:00:00,SBI,SBI out of red with Rs 2;312 crore net in Q1
2019-08-04 00:00:00,NTPC,Talcher coal crisis hurts NTPC plant; power production hit
2019-08-04 00:00:00,ITC,CM K Chandrasekhar Rao wants ITC to set up more food processing units in Telangana
2019-08-08 00:00:00,SBI,SBI to pay Rs 5 lakh as compensation for unauthorised transaction reversal
2019-08-08 00:00:00,NTPC,Leopard sighting; searches keep NTPC's Dadri campus on edge
2019-08-08 00:00:00,HCL,Sensex; Nifty open on a volatile note; HCL Tech rallies 5%
2019-08-10 00:00:00,NTPC,Power crisis feared as stir at NTPC plant hits coal supply
2019-08-11 00:00:00,SBI,Amazon Freedom Sale on mobiles today: Up to 40% off & 10% additional off through SBI credit card
2019-08-12 00:00:00,ITC,ITC Infotech employees to get bot 'buddies'
2019-08-12 00:00:00,ITC,ITC Infotech employees to get bot 'buddies'
2019-08-13 00:00:00,HDFC,Bihar: HDFC Bank to adopt 15 flood-hit schools
2019-08-18 00:00:00,ONGC,ONGC adopts new 'Energy Strategy 2040'; targets doubling of oil; gas production
2019-08-19 00:00:00,SBI,Credit demand subdued; economy needs stimulus: SBI chairman
2019-08-21 00:00:00,SBI,Festive time: SBI offers cheaper retail loans
2019-08-22 00:00:00,SBI,Bengaluru court raps SBI for ignoring pregnant woman's plaint; orders compensation
2019-08-22 00:00:00,ITC,No progress on Coffee Day Enterprises: ITC
2019-08-22 00:00:00,ONGC,In tussle with Vietnam; China parks vessels near ONGC Videsh site
2019-08-24 00:00:00,SBI,SBI to focus on education loan: MD
2019-08-24 00:00:00,SBI,SBI PO Mains result 2019 declared at sbi.co.in; check here
2019-08-25 00:00:00,ITC,Seven of top-10 firms lose Rs 86;878 cr in m-cap; ITC takes biggest knock
2019-08-25 00:00:00,ITC,Seven of top-10 firms lose Rs 86;880 cr in m-cap; ITC takes biggest knock
2019-08-28 00:00:00,ICICI,Rs 38 lakh looted in daring ICICI Bank heist in UP's Ambedkarnagar
2019-08-29 00:00:00,HDFC,HDFC moves NCLT to sell office space leased to Jet Airways
2019-08-30 00:00:00,HDFC,HDFC to offload 9.2% in Gruh Finance
2019-09-02 00:00:00,AXIS,HAWAKS OF SHARE TAXIS
2019-09-03 00:00:00,ONGC,CNG supply in Mumbai hit due to fire at Uran ONGC plant
2019-09-04 00:00:00,ONGC,Fire at ONGC's Uran plant kills GM; 3 CISF constables
2019-09-04 00:00:00,ONGC,Fire at Maharashtra ONGC plant kills GM; 3 CISF firefighters
2019-09-04 00:00:00,ONGC,Navi Mumbai: ONGC GM sacrificed life to save staff; plant
2019-09-05 00:00:00,ONGC,High-level probe ordered into fatal fire at ONGC's Uran plant
2019-09-05 00:00:00,ICICI,Wipro bags $300 million ICICI Bank contract
2019-09-06 00:00:00,SBI,SBI plans to review repo-linked home loan
2019-09-07 00:00:00,SBI,SBI partners Edelweiss for SME lending
2019-09-09 00:00:00,SBI,SBI sought 147 look-out circulars: RTI
2019-09-09 00:00:00,SBI,Amazon announces Great Indian Festival sale; to offer 10% extra discount on SBI cards
2019-09-10 00:00:00,SBI,SBI cuts MCLR by 10 bps; lowers deposit rates too
2019-09-11 00:00:00,ITC,RWITC elections on Wednesday
2019-09-12 00:00:00,SBI,SBI may sell up to 4.5% in SBI Life
2019-09-12 00:00:00,ITC,ITC Hotels not to use single-use plastic in front of the house area by October
2019-09-15 00:00:00,HDFC,Rajkot: 705 fake notes found among HDFC Bank's cash deposits
2019-09-15 00:00:00,ICICI,From October 16; ICICI to levy 'zero' a/c holders Rs 125 per transaction
2019-09-16 00:00:00,ONGC,Farmer held for attacking ONGC worker
2019-09-16 00:00:00,SBI,19 years after her father died; Madras HC directs SBI to hire woman
2019-09-16 00:00:00,SBI,SBI shelves plans to list SBI General
2019-09-17 00:00:00,SBI,SBI officer found shot dead at home in Bijnor
2019-09-20 00:00:00,ONGC,ONGC; THDC record over Rs 1;112 crore dip in advance tax collection
2019-09-24 00:00:00,HDFC,Smaller; cheaper flats to revive housing demand; says HDFC chairman Deepak Parekh
2019-09-27 00:00:00,ITC,SAT junks ITC plea against Brookfield; Leela deal
2019-09-28 00:00:00,SBI,Main accused in Rs 800-crore SBI scam arrested in Haridwar
2019-09-29 00:00:00,HDFC,We need builders to build new India; HDFC keen to contribute to govt's Rs 20k cr realty fund: Parekh
2019-10-01 00:00:00,HDFC,Will use tax breaks to grow; pass on benefits: HDFC Bank's Aditya Puri
2019-10-02 00:00:00,SBI,Hyderabad: 2 SBI officials booked for Rs 5.36 crore fraud
2019-10-02 00:00:00,SBI,With Rs 2.3 lakh crore; Bajaj Finance more valued than SBI
2019-10-03 00:00:00,SBI,SBI not open to takeovers; says chairman Rajnish Kumar
2019-10-04 00:00:00,HDFC,Bihar: HDFC Bank opens four new branches
2019-10-06 00:00:00,ITC,Surat: Gujarat GST raids firms making false ITC refund claim on clean energy
2019-10-06 00:00:00,NTPC,NHPC; NTPC; NEEPCO; THDCI likely to bid for Jal Power Corporation's Rangit hydro project
2019-10-11 00:00:00,ITC,Koodathayi case: Police try to unravel Jolly's activities on NITC campus
2019-10-11 00:00:00,SBI,SBI to charge processing fees for home loans
2019-10-11 00:00:00,HDFC,We have loan waivers but common man's savings not protected: HDFC chairman Deepak Parekh
2019-10-12 00:00:00,HDFC,Lalbhai; HDFC team up for affordable housing
2019-10-13 00:00:00,HCL,Fourth edition of HCL Zero Mile Marathon in Nagpur on November 17
2019-10-15 00:00:00,HDFC,HDFC Bank cuts lending rate by 10 basis points
2019-10-17 00:00:00,ICICI,Hyderabad: ICICI Bank to pay Rs 55;000 for resetting loan interest rate
2019-10-18 00:00:00,SBI,Australia's IAG to sell its stake in SBI General Insurance
2019-10-18 00:00:00,SBI,Australia's IAG to sell its stake in SBI Gen Insurance
2019-10-18 00:00:00,HDFC,Sensex rises over 100 pts; HDFC Bank; RIL lead gains
2019-10-19 00:00:00,ICICI,ICICI-Lombard exits crop insurance business
2019-10-19 00:00:00,SBI,SBI PO 2019 final result announced @sbi.co.in; check here
2019-10-20 00:00:00,HDFC,HDFC Bank Q2 profit jumps 27% on tax cuts
2019-10-24 00:00:00,ICICI,Kotak Bank; ICICI more valued now
2019-10-24 00:00:00,HCL,Sensex jumps 250 pts; HCL Tech up 3 pc
2019-10-24 00:00:00,HCL,HCL Tech shares jump nearly 6 pc after Sept qtr earnings
2019-10-25 00:00:00,ITC,DGGI unearths scam of availing ITC worth Rs 3 crore on bogus invoices
2019-10-25 00:00:00,ONGC,ONGC staff booked for theft of Rs 22 Lakhs
2019-10-25 00:00:00,SBI,Hyderabad: Two SBI managers; consultant held for loan letters fraud
2019-10-25 00:00:00,ITC,Sensex jumps over 200 pts in early trade; ITC up 2 pc
2019-10-26 00:00:00,SBI,SBI chief allays fears on telecom
2019-10-26 00:00:00,SBI,SBI July-September net profit jumps 219% to Rs 3;012 crore
2019-10-28 00:00:00,SBI,SBI Life fined Rs 4 lakh by Irdai for violating norms on protection of policyholders
2019-11-03 00:00:00,SBI,SBI BANK JUHU DANGEROUS
2019-11-08 00:00:00,HDFC,Altico default: HDFC Bank might not face RBI action
2019-11-09 00:00:00,SBI,SBI reduces deposit rates; cuts 1-year MCLR to 8%
2019-11-09 00:00:00,SBI,Tamil Nadu: SBI ATM spews out Rs 500 notes instead of Rs 200
2019-11-14 00:00:00,ITC,ITC buys 33.4% in Bengaluru startup
2019-11-19 00:00:00,SBI,Carlyle to sell 3% in SBI Life for Rs 2;820 crore
2019-11-24 00:00:00,SBI,Realty sector shows revival signs: SBI CGM
2019-11-26 00:00:00,SBI,SBI fixes error after 'Hukum Singh' mix-up
2019-11-28 00:00:00,ITC,Gujarat: DGGI unearths ITC scam by Vapi-based firm
2019-11-28 00:00:00,SBI,SBI's credit card arm files papers for Rs 9;600 crore IPO
2019-11-28 00:00:00,NTPC,Goa to buy solar power from NTPC for next three years
2019-11-29 00:00:00,ITC,SGST unearths ITC scam of Rs 1 crore by zari traders
2019-11-29 00:00:00,HDFC,HDFC Bank forms panel to name Aditya Puri's successor
2019-11-29 00:00:00,HDFC,HDFC Bank unsecured loans cross Rs 1 lakh crore
2019-11-30 00:00:00,ICICI,Chanda Kochhar moves Bombay HC against her termination from ICICI
2019-12-03 00:00:00,HDFC,Payday outage hits HDFC Bank's app; internet banking
2019-12-04 00:00:00,HDFC,HDFC Bank online snag persists for second day
2019-12-04 00:00:00,HDFC,Standard Life eyes Rs 2;726cr by selling 4% in HDFC MF
2019-12-04 00:00:00,HDFC,HDFC Life offers policy with benefits of whole-life annuity
2019-12-04 00:00:00,HDFC,HDFC Bank's online snag continues
2019-12-05 00:00:00,HDFC,Online banking restored: HDFC Bank
2019-12-06 00:00:00,HDFC,Online glitch: RBI team visits HDFC Bk
2019-12-07 00:00:00,SBI,Sebi asks LIC; SBI; BoB to pare stakes in UTI MF
2019-12-07 00:00:00,ICICI,Zero NPA in 19 years: ICICI Prudential Life
2019-12-10 00:00:00,SBI,SBI; HDFC Bank cut lending rates
2019-12-11 00:00:00,SBI,Stung by Inter results goof up; TSBIE junks Globarena
2019-12-11 00:00:00,ITC,Surat: SGST unearths ITC scam of Rs 2.5 crore
2019-12-11 00:00:00,SBI,Bad loans understated by Rs 12;000 crore: SBI
2019-12-11 00:00:00,SBI,SBI says FY19 bad loans understated by Rs 12k cr
2019-12-12 00:00:00,ITC,ITC's kebabs to take on McCain's French Fries
2019-12-13 00:00:00,SBI,Rs20k fine on SBI for not refunding customer's amount
2019-12-16 00:00:00,ONGC,ONGC sets up helpline for public safety
2019-12-17 00:00:00,SBI,Rajasthan high court issues notices to Centre; RBI and SBI over electoral bonds
2019-12-18 00:00:00,ONGC,Runway expansion: ONGC mulls culvert for pipelines
2019-12-18 00:00:00,SBI,SBI; Axis say no to Yes Bank; add Kotak is 'best suitor'
2019-12-18 00:00:00,SBI,Telecom sector risks have ebbed: SBI chairman
2019-12-25 00:00:00,SBI,Chennai: Private company staff; SBI officials booked in Rs 30 crore scam
2019-12-26 00:00:00,NTPC,NTPC plans to invest Rs 50;000 crore by 2022
2019-12-26 00:00:00,HCL,HCL expands in Canada with global delivery unit
2019-12-31 00:00:00,SBI,Uttar Pradesh: Dacoity bid at SBI bank branch foiled; one arrested
2019-12-31 00:00:00,SBI,SBI cuts home loan rates by 25bps to 7.9%
2020-01-01 00:00:00,ICICI,ICICI Bank to challenge Telangana HC stay on DRT order against Karvy Stock Broking
2020-01-03 00:00:00,SBI,SBI looks to divest 1% stake in NSE
2020-01-04 00:00:00,HDFC,HDFC cuts home loan rate by 5bps
2020-01-07 00:00:00,HDFC,HDFC Bank's deposits grew 25% in 2019
2020-01-08 00:00:00,NTPC,Rajasthan: Govt; NTPC to sign MoU for solar park in Jaisalmer
2020-01-09 00:00:00,SBI,Barring SBI; trade unions' strike hits banking services
2020-01-09 00:00:00,SBI,SBI to ensure completion of housing projects it finances
2020-01-09 00:00:00,SBI,SBI arm clears 4 applications for stressed real estate fund
2020-01-10 00:00:00,NTPC,Odisha approves NTPC's Talcher plant expansion; two other projects
2020-01-17 00:00:00,HDFC,HDFC Bank to upgrade credit card systems
2020-01-18 00:00:00,ITC,SGST unearths Rs6.56 crore ITC scam of seven firms in city
2020-01-19 00:00:00,SBI,Madhya Pradesh: Security measures for SBI ATMs to counter rising frauds
2020-01-19 00:00:00,HDFC,HDFC Bank's net profit rises 33% to Rs 7;416 crore
2020-01-20 00:00:00,HCL,HCL among top 10 global software companies: CEO
2020-01-22 00:00:00,ICICI,ICICI Lombard profits rises 23%
2020-01-23 00:00:00,ITC,Mumbai firm's director held for ITC scam of Rs 6.74 crore
2020-01-24 00:00:00,ITC,DGGI arrests bizman for Rs5.56 crore ITC fraud
2020-01-25 00:00:00,SBI,TSBIE to offer new vocational courses on healthcare
2020-01-26 00:00:00,ICICI,ICICI Bank posts highest ever quarterly profit
2020-01-28 00:00:00,HDFC,HDFC posts record quarterly profit of Rs 8;372cr in Oct-Dec
2020-01-29 00:00:00,HDFC,HDFC Bank to add 125 new branches in TN by 2022
2020-01-29 00:00:00,HDFC,Parekh holds just 0.07% in HDFC that he helped build
2020-01-30 00:00:00,ITC,ITC to begin red potato cultivation trials in Gujarat
2020-01-30 00:00:00,HDFC,RBI penalises HDFC Bank Rs 1 crore for failing KYC
2020-02-01 00:00:00,NTPC,40 robbers attack NTPC plant; 1 dies
2020-02-01 00:00:00,SBI,SBI sees highest quarterly net of Rs 5;583cr in Oct-Dec
2020-02-02 00:00:00,SBI,SBI field officer held for Rs 2 crore embezzlement
2020-02-04 00:00:00,ITC,ITC to pump in Rs 2k cr in Bhadrachalam unit by '25
2020-02-08 00:00:00,ONGC,Oil leak from ONGC pipeline damages agricultural land; crops in Tiruvarur
2020-02-08 00:00:00,HDFC,Airtel's Anjani Rathor joins HDFC Bank
2020-02-08 00:00:00,SBI,SBI; 3 others cut deposit; loan rates
2020-02-09 00:00:00,ITC,DGGI unearths ITC fraud of Rs11 crore by pvt company
2020-02-11 00:00:00,ICICI,ICICI moves NCLT to get dues from Mercator
2020-02-11 00:00:00,ONGC,Farmers stop digging of new ONGC oil well
2020-02-13 00:00:00,SBI,SBI MF pips HDFC AMC to top slot
2020-02-14 00:00:00,SBI,Worst over for NPAs: SBI MD Arijit Basu
2020-02-15 00:00:00,SBI,Telco distress call: SBI says it's prepared for the worst
2020-02-17 00:00:00,SBI,Gopal wins 3rd edition of SBI Green Marathon
2020-02-19 00:00:00,SBI,SBI Card hits 1 crore mark as it readies for listing
2020-02-21 00:00:00,SBI,MKU-SBI smart card enables students to mark attendance; withdraw money
2020-02-21 00:00:00,SBI,No impact of coronavirus on int'l fund raise: SBI MD
2020-02-25 00:00:00,SBI,Tirupur: Burglars strike gold at SBI branch in second attempt
2020-02-25 00:00:00,HDFC,Puri sells Rs 156cr HDFC Bank shares
2020-02-25 00:00:00,SBI,Nobody wants to kill telcos: SBI
2020-02-26 00:00:00,AXIS,AXIS 2020 set to showcase arms; models
2020-02-26 00:00:00,ONGC,Shreyas thrash BHS (ONGC) to lift trophy
2020-02-26 00:00:00,SBI,SBI Card IPO values co at Rs 71;000 crore; offer from March 2
2020-02-28 00:00:00,HDFC,IndiGo goes with HDFC Bk to launch rewards card
2020-02-29 00:00:00,SBI,SBI sees corporate credit growth for Q4 at 5-7% YoY
2020-03-03 00:00:00,SBI,Ignore NPR option in SBI's KYC form: Telangana high court
2020-03-07 00:00:00,SBI,Yes Bank customers' SBI Cards IPO applications may be in trouble
2020-03-07 00:00:00,SBI,SBI set to acquire 49% in Yes Bank even as ED raids promoter Kapoor
2020-03-08 00:00:00,SBI,SBI chief: Willing to invest up to Rs 10;000 crore to 'reconstruct' Yes Bank
2020-03-08 00:00:00,SBI,Chidambaram calls SBI plan for Yes Bank 'bizarre'; wants thorough probe
2020-03-10 00:00:00,SBI,Government hopes SBI will exit Yes Bank before three-year lock-in period
2020-03-12 00:00:00,SBI,SBI slashes deposit rates to below 6%; lowest since '04
2020-03-12 00:00:00,SBI,SBI FD rates below 6%; lowest since '04
2020-03-13 00:00:00,SBI,SBI heist: 3 more men arrested
2020-03-13 00:00:00,SBI,SBI clears plan to put Rs 7;250cr in Yes Bank
2020-03-15 00:00:00,HDFC,Theni man attempts to break open HDFC Bank ATM in Pollachi; arrested
2020-03-16 00:00:00,SBI,SBI plans FIR over leaked clip of FM pulling up brass
2020-03-17 00:00:00,SBI,SBI Cards lists at 13% discount in weak market
2020-03-18 00:00:00,SBI,Yes Bank limit ends today; SBI vows funding support
2020-03-18 00:00:00,SBI,Stress in tourism; aviation on SBI radar
2020-03-18 00:00:00,ICICI,ICICI e-platform to aid virus-hit business
2020-03-19 00:00:00,ITC,ITC to offer up to 85% of PAT as dividend
2020-03-20 00:00:00,SBI,SBI asked to defer recovery for 40 days
2020-03-21 00:00:00,SBI,SBI to grant special loans to virus-hit borrowers
2020-03-21 00:00:00,HDFC,HDFC Bank succession process criticised
2020-03-24 00:00:00,SBI,SBI takes cluster approach for branch ops
2020-03-28 00:00:00,SBI,SBI passes on entire benefit; cuts lending rate by 75 bps
2020-03-29 00:00:00,NTPC,NTPC converts its hospitals into anti-corona units
2020-03-31 00:00:00,ONGC,RIL donates Rs 500 crore to PM's fund; ONGC contributes Rs 300 crore
2020-04-01 00:00:00,ITC,ITC turns HP perfume plant into sanitiser mfg unit
2020-04-02 00:00:00,SBI,Oil cos; power PSUs; SBI gear up to fight Covid-19
2020-04-03 00:00:00,HDFC,HDFC group commits Rs 150cr to fight virus
2020-04-05 00:00:00,ONGC,ONGC's SOS to govt: Cut cess; royalty; free gas price to help company survive
2020-04-06 00:00:00,HDFC,HDFC Bank sees 24% growth in deposits
2020-04-08 00:00:00,SBI,SBI reduces savings rates to 2.75% on all deposits
2020-04-09 00:00:00,HDFC,RBI to HDFC Bank: Board appointments after new CEO
2020-04-09 00:00:00,HDFC,RBI to HDFC Bank: Board appointments after new CEO
2020-04-13 00:00:00,HDFC,China's central bank takes 1% stake in HDFC
2020-04-13 00:00:00,HDFC,HDFC Bank board meet may discuss CEO candidates
2020-04-15 00:00:00,SBI,HDFC proposes stressed real estate fund with SBI
2020-04-17 00:00:00,ICICI,ICICI; other banks seek rent waivers
2020-04-18 00:00:00,SBI,Fire NOC: No TSBIE affiliation for 68 junior colleges
2020-04-22 00:00:00,ICICI,ICICI's $100 million loan at risk; stock falls 8%
2020-04-22 00:00:00,HDFC,HDFC cuts home loan rates
2020-04-24 00:00:00,ITC,ITC: Capacity utilisation to better in a quarter
2020-04-25 00:00:00,HDFC,Nippon MF; HDFC MF stocks crash
2020-04-30 00:00:00,ICICI,ICICI Prudential; IDFC may back IDFC First's Rs 2;000 crore issue
2020-05-03 00:00:00,ONGC,Unsung ONGC 'chingaris' soldier on offshore for record 45 days
2020-05-08 00:00:00,HCL,HCL outperforms peers; grows 16.7% in last fiscal
2020-05-09 00:00:00,SBI,SBI ups new home loan credit spread on rising risks
2020-05-09 00:00:00,SBI,Virus hits SBI Cards Q4 profit
2020-05-10 00:00:00,ITC,ITC scam a pre-meditated loot of public money: Gujarat HC
2020-05-15 00:00:00,ONGC,ONGC awards 49 marginal fields to 7 companies amid corona crisis
2020-05-16 00:00:00,ONGC,Special flight brings back stranded ONGC staff to Patna
2020-05-16 00:00:00,SBI,Eco can't be locked down for long; have to live with Covid: SBI chairman
2020-05-16 00:00:00,SBI,Economy can't be locked down for long; have to live with Covid: SBI chairman
2020-05-25 00:00:00,ITC,ITC to acquire spices major Sunrise Foods
2020-05-26 00:00:00,SBI,Minor fire breaks out in SBI ATM
2020-05-26 00:00:00,HDFC,HDFC Q4 net falls 22%; no bank dividend
2020-05-26 00:00:00,SBI,SBI revamps MSME credit delivery biz
2020-05-26 00:00:00,ITC,Speculation on ITC-Sunrise deal
2020-05-28 00:00:00,SBI,SBI reduces FD rates by 40bps; RBI stops sale of 7.75% bond
2020-05-28 00:00:00,SBI,Amrapali flats: SBI Capital told to give funds
2020-06-03 00:00:00,NTPC,Road diversion collapses near NTPC thermal project site in Tandwa
2020-06-03 00:00:00,SBI,SBI gives 22;000 loans to small companies in 1 day
2020-06-03 00:00:00,ICICI,ICICI Bank to give Rs 4cr Amphan relief to state govt
2020-06-03 00:00:00,SBI,SBI disburses loans to 500 MSMEs
2020-06-03 00:00:00,SBI,SBI disburses loans to 500 MSMEs
2020-06-04 00:00:00,HDFC,Standard Life to sell 2% in HDFC Life
2020-06-04 00:00:00,SBI,Amrapali: SBI Cap; UCO Bank agree to infuse funds
2020-06-06 00:00:00,SBI,SBI sees record quarterly profit of Rs 3;581 crore in Q4
2020-06-09 00:00:00,SBI,SBI reduces lending rate by 25 bps
2020-06-10 00:00:00,SBI,SBI looks for CFO in the market
2020-06-10 00:00:00,SBI,Former SBI manager held for cheating
2020-06-10 00:00:00,SBI,Inter admissions: All-pass SSC students a new challenge for TSBIE
2020-06-12 00:00:00,NTPC,NTPC's Kahalgaon unit reaches out to the needy
2020-06-12 00:00:00,ITC,Two arrested for evading Rs 15cr ITC
2020-06-12 00:00:00,SBI,SBI divests 2% in life arm for Rs 1;500cr
2020-06-12 00:00:00,SBI,SBI moves NCLT to recover Anil Ambani's personal guarantee
2020-06-15 00:00:00,NTPC,NTPC donates eight ventilators to HMCH
2020-06-17 00:00:00,HDFC,Standard Life to sell up to 1.2cr HDFC MF shares
2020-06-17 00:00:00,HDFC,Standard Life to cut stake in HDFC MF
2020-06-17 00:00:00,ICICI,ICICI Lombard to cover Covid-19 home care
2020-06-18 00:00:00,SBI,90% borrowers didn't defer EMI: SBI to Supreme Court
2020-06-19 00:00:00,ITC,You cannot own 'magic'; Madras HC tells ITC
2020-06-23 00:00:00,SBI,Four rob Rs 23.85 lakh from Jaipur SBI ATM
2020-06-26 00:00:00,ONGC,ONGC loses Rs 8-cr legal battle with Sabar Dairy
2020-06-29 00:00:00,SBI,SBI will focus on lending to MSMEs; says chairman
2020-06-30 00:00:00,HDFC,HDFC Bank looks to raise up to Rs 50;000 crore
2020-07-01 00:00:00,SBI,Tax sop to be boon for SBI in Yes Bank rejig
2020-07-01 00:00:00,NTPC,Okhla landfill to churn out power; SDMC inks pact with NTPC; IOC
2020-07-03 00:00:00,ONGC,Bokaro police assures ONGC of safety around its Gomia CBD project
2020-07-06 00:00:00,HDFC,HDFC Bank's loans grow 21% in lockdown quarter
2020-07-07 00:00:00,NTPC,Hospitals not admitting coronavirus patients: NTPC
2020-07-07 00:00:00,SBI,SBI readies Rs 1k-cr B2B e-market only for MSMEs
2020-07-08 00:00:00,ICICI,ICICI's board to approve cap raise
2020-07-08 00:00:00,ICICI,ICICI; Future Generali join HDFC Bank in hiking pay
2020-07-11 00:00:00,HDFC,China central bank cuts HDFC stake to below 1%
2020-07-11 00:00:00,SBI,Don't expect extension of general moratorium: SBI
2020-07-12 00:00:00,SBI,Tamil Nadu teen fails to land dream job at SBI; opens his own branch
2020-07-14 00:00:00,HDFC,HDFC Bank probes auto loan practices
2020-07-15 00:00:00,SBI,SBI bad debt recoveries less than 8% over 8 years
2020-07-15 00:00:00,SBI,WFH will help save Rs 1;000 crore: SBI chief
2020-07-17 00:00:00,SBI,Nilgiris logs 44 positive Covid-19 cases; SBI branch in Ooty closed
2020-07-17 00:00:00,NTPC,NTPC manager in CBI net for accepting bribe in Jodhpur
2020-07-19 00:00:00,HDFC,My 'successor' has been in HDFC for 25 yrs: Puri
2020-07-21 00:00:00,ONGC,Engineer filling failed ONGC well attacked
2020-07-22 00:00:00,HDFC,HDFC Bank fires six executives in loan breach case
2020-07-26 00:00:00,SBI,30 SBI staff test Covid-19 positive in Trichy
2020-07-27 00:00:00,ICICI,ICICI Bank to sell 4.2% in broking arm for Rs 726 crore
2020-07-27 00:00:00,HDFC,Aditya Puri sells HDFC Bank shares worth Rs 843 crore
2020-07-30 00:00:00,ICICI,Bharti Axa in talks with ICICI Lombard for merger
2020-07-31 00:00:00,HDFC,HDFC Q1 net falls 5% to Rs 3;000 crore
2020-08-01 00:00:00,SBI,SBI Q1 net profit jumps 81% to Rs 4;189cr
2020-08-05 00:00:00,HDFC,HDFC Bank; RIL help sensex gain 748 pts
2020-08-05 00:00:00,HDFC,Can create another middle-class in rural: HDFC Bank founder CEO Aditya Puri
2020-08-05 00:00:00,HDFC,HDFC Bank picks veteran 'Change Agent' Sashidhar Jagdishan as CEO
2020-08-06 00:00:00,HDFC,HDFC launches Rs 14;000 crore QIP; Axis to raise Rs 10;000 crore
2020-08-08 00:00:00,NTPC,Power production at NTPC's Kahalgaon unit dips by 1420MW
2020-08-08 00:00:00,ITC,SGST arrests two in Rs 14cr ITC scam
